,Summary Text,Polarity
44,Texas Republicans unveil sweeping border framework ‘by Texans for Texas’ https://t.co/jcz1HqlK6j,0.0
45,Biden prisoner exchange for Britney Griner leaves behind Marine veteran Paul Whelan — again https://t.co/CardI1VLR7,-0.2
46,Carly Pearce gets candid about friendship with Kelsea Ballerini: ‘We’ve been through a lot separately’ https://t.co/4xV8zggrIH,0.6
47,"Professor calls museums racist: Built to ‘justify’ empire, colonization marginalization https://t.co/7QB466HWKJ",0.0
48,Electric Ram Revolution pickup will 'give people goosebumps' https://t.co/Xv1dZuKmvq,0.0
49,Idaho murders: Police personnel numbers changing as investigation surpasses 3 weeks https://t.co/OlCgNCQ84t,0.0
50,Hunter Biden spotted in New York as congressional probe heats up https://t.co/w7GbXsSQV4,0.13636363636363635
51,"AOC, Cori Bush anger fellow socialists by voting yes on railroad worker deal https://t.co/a2V7IudOtW",-0.7
52,"Climate activists protest at German airports, disrupting air traffic in Munich https://t.co/GXstNV7SXr",0.0
53,Nets' Kyrie Irving writes message on sneakers after Nike split: 'I AM FREE Thank you God … I AM' https://t.co/iADYfT1oEc,0.4
54,"George Soros drops another $50M donation to Dem PAC, doubling midterm spending https://t.co/gEpuODvNQa",0.0
55,Shooting at DC Metro train platform leaves 3 injured after fight https://t.co/JedJxc4wra,0.0
56,"Two arrested in Mexico after pregnant woman murdered, unborn child cut out of womb https://t.co/AMqO9wMHgZ",0.3333333333333333
57,10 tips for wrapping your holiday gifts https://t.co/mLtMdaVJNw,0.0
58,"Hiker triggers avalanche in Colorado, gets carried 40 feet, rescuers say https://t.co/XSplwalg42",0.0
59,"Georgia couple tricks Walmart cashier, easily walks out of store with thousands in merchandise: police https://t.co/a1K5ImjaK4",0.43333333333333335
60,Biden slammed for swapping Russian ‘Merchant of death’ for WNBA’s Griner: ‘Most lopsided trade in history’ https://t.co/cemerXOSSQ,0.25
61,"Respect for Marriage Act passes the House, heads to Biden's desk https://t.co/bDaCsPY2zI",0.0
62,German authorities continue hunt for members in coup plot https://t.co/rMpweHZe0h,0.0
63,Iowa law blocks fentanyl testing strips from inclusion in harm reduction boxes; seen as 'drug paraphernalia' https://t.co/ozDdBF4osA,0.0
64,GOP rips Brittney Griner deal for stranding Paul Whelan in Russia: ‘Celebrities over veterans?' https://t.co/mo7lY9dyMh,0.0
65,Brittney Griner's release garners positive reaction from sports figures: 'She is coming home' https://t.co/dfAhBW9SYt,0.22727272727272727
66,Olivia Wilde mocks her viral sheer dress red carpet moment: 'Got kind of dressed' https://t.co/VVzCZoyEO9,0.19999999999999998
67,Biden says Russia treating Paul Whelan case differently for 'illegitimate reasons': 'We are not giving up' https://t.co/93KarMWOBV,0.0
68,Winsome Sears torches 'dereliction of duty' in VA school's handling of bathroom rape case: 'This is not over' https://t.co/E4EpSZkCU2,0.0
69,China and the US are locked in a cold war. We must win it. Here's how we will https://t.co/pqlOZr4gf3,0.10000000000000003
70,Cowboys star takes aim at Biden for Brittney Griner swap over major flaw: 'We still not voting for you!' https://t.co/zlBqbtJZVB,0.078125
71,"LeAnn Rimes postpones performances due to ‘bleed’ on vocal cord, ‘violent cough’: ‘I am devastated’ https://t.co/LJMhTcQOPf",-0.4625
72,9 ways Republicans can fix the disaster of the midterm elections https://t.co/1WsTP2qL3s,0.0
73,"‘NOW’S THE TIME’: Stock up on guns and ammo, firearm group tells Oregon residents as legal battle rages on https://t.co/jTDEwwW7kM",0.2
74,Air Force pilots seeking religious vaccine exemption still grounded while other unvaxxed members can fly https://t.co/KjKMNvEXrU,0.225
75,South Carolina mom arrested for allegedly stealing ornaments and cross from churches with child in tow https://t.co/7ZQP9Qqdra,-0.05
76,"UVA shooting suspect Christopher Darnell Jones Jr., accused of killing 3 football players, to appear in court https://t.co/B6SKn0ASyL",0.0
77,FBI on South Carolina probe of possible sabotage at electric plant https://t.co/4wDXt7wJAY,0.0
78,Biden does not mention Russian arms dealer Viktor Bout in remarks on Brittney Griner swap https://t.co/UOoYrmJJoD,0.0
79,New York City Mayor Eric Adams faces fine over rat infestation at his building https://t.co/10L9BGfbB3,0.2765151515151515
80,Security agent hired to protect Philadelphia gas station rips DA Krasner over crime: 'He failed us' https://t.co/6XN3UtijFp,-0.5
81,Body of Polish man who vanished after Chicago party pulled from Lake Michigan https://t.co/3FRDeQFM6W,0.0
82,Chicago police officer arrested for urinating in ice machine at Florida hotel bar https://t.co/cJrQc7Xf4U,0.0
83,Brittney Griner's release from Russia leaves wife Cherelle 'overwhelmed with emotions' https://t.co/iGPbDQHynZ,0.0
84,"Indiana AG sues TikTok, claiming service misleads users about inappropriate content https://t.co/53eWBNAv0e",0.0
85,"Biden approval rating holds underwater, just 28% say America heading in right direction: poll https://t.co/RrDB3o4LWG",0.2857142857142857
86,Oregon Supreme Court leaves in place order blocking strict new gun law https://t.co/ZlRcAOzyRU,0.13636363636363635
87,Georgia Walmart shooting: 1 shot outside Atlanta-area store as panicked shoppers flee for the exits https://t.co/JPaAIwRxx8,0.0
88,Glenn Greenwald lampoons ‘liberal corporate journalists’ for concern about rise in hate on Twitter https://t.co/e4fSxWj8SC,-0.4
89,AAA: Alcohol and cannabis use increased among U.S. drivers last year as traffic deaths spiked https://t.co/PVkbZWBVIT,0.0
90,Nikki Bella on sharing her ‘love language’ to ‘DWTS’ pro Artem Chigvintsev: ‘Need to feel desired and wanted’ https://t.co/BmFjFMbkBf,0.5
91,"Idaho police likely using investigative genetic genealogy in college students' murders, expert says https://t.co/K3drSS6h8E",0.0
92,Brittney Griner released from Russian prison in swap for convicted arms dealer https://t.co/B4LN6TQiIB,0.0
93,Wave of Grinch porch pirates trying to ruin Christmas https://t.co/HQoLMhkr0n,0.0
94,"Oregon's new gun law 'tramples' Second Amendment rights, puts police in an impossible position: Gun shop owner https://t.co/lytTdm3FhD",-0.17676767676767677
95,"Family of late rower files wrongful death lawsuit after son's suicide, allege verbal abuse went too far https://t.co/JjifE3liM3",-0.09999999999999999
96,"Liberals grouch over Musk firing controversial Twitter lawyer: 'Desperate and dumb,' not a 'scandal' https://t.co/Fx0GDgz2Ty",-0.14166666666666664
97,"House GOP teases action against ex-Twitter lawyer, NY Times union workers go on strike and more top headlines https://t.co/AM66YVoaOB",0.3666666666666667
98,"Xander Bogaerts, Padres agree to an 11-year, $280 million deal: reports https://t.co/zOpwmyOjXh",0.0
99,OPINION: Americans must rely on Supreme Court to save traditional views on marriage https://t.co/5s8FPRyYfN,0.0
