,Summary Text,Sentiment Polarity,Twit_text,Sentiment Polarity Twitter
11,"Written by Sophie Tanno, CNNRenowned street artist Banksy has unveiled his latest artwork in an Instagram post -- a mural in the liberated Ukrainian town of Borodianka.
The artwork shows a female gymnast balancing on a pile of rubble on the side of a building damaged by Russian strikes.
The graffiti artist posted three images of the piece Friday on social media, with a simple caption reading ""Borodyanka, Ukraine,"" using an alternative spelling for the town's name.
A mural not officially claimed by Banksy shows a man being flipped during a judo match with a boy.
The town has since been the focus of reconstruction efforts, with several tower blocks demolished as a result of damage caused by the fighting.",0.08888888888888889,Celebrity personal trainer Eric Fleishman has died at the age of 53 https://t.co/XtOiDXnwo4,0.0
12,"Written by Jacqui Palumbo, CNNFor Iranian artist Arghavan Khosravi, depicting hair in her paintings has become charged with emotion.
""These days when I'm painting hair, I'm filled with anger and hope.
Credit: Courtesy Arghavan Khosravi""At a very early age I realized that there is this contrast between your private spaces — your home — and then public spaces.
Her past works have foregrounded women with long, flowing hair — works she has revisited on Instagram in light of Mahsa Amini's death.
Credit: Courtesy of the artist/Koenig GalleryNow she's sketching ideas for new paintings, responding to what she hopes are turning tides in her home country.",0.007373737373737384,"As the investigation into the killings continues, here’s what we know so far https://t.co/01rLs5pSR8",0.1
13,"Written by Christian Edwards, CNNKathleen Martinez, an archaeologist at the University of Santo Domingo, has been searching for the lost tomb of Cleopatra for nearly 20 years.
Kathleen Martinez discovered a tunnel which may lead to the lost tomb.
Exploring these underwater structures will be the next stage of her search for the Egyptian queen's lost tomb -- a journey that began in 2005.
Credit: Egyptian Ministry of TourismIn 2004, Martinez took her theory to Zahi Hawass, an Egyptian archaeologist who was then Egypt's minister for antiquities affairs.
The search for the lost tomb has taken Martinez under the Mediterranean Sea.",0.03333333333333333,US consumer confidence fell in November as inflation and economic uncertainty continued to loom large and potentially dampen holiday shopping plans https://t.co/9EyGHsKFqG,0.13809523809523808
14,"It's a monumental work and, at over 10 feet tall, larger than what Sherald usually paints.
Artist Amy Sherald with ""For love, and for country.""
""There's a long history of censorship and erasure that's weighed down the gay kiss, and it's often excluded from view.
I think we're living in a moment now where the deployment of a kiss — and specifically a gay kiss — could be used as a juggernaut.""
Photography has always had a deep influence on Sherald's work.",0.10972222222222222,"She's training women for hands-on careers in construction while helping seniors stay in their own homes.

You can help Nora El-Khouri Spencer become the next CNN Hero of the Year. Vote now: https://t.co/ANMKKlbytz. https://t.co/iHZ6VSyTNu",0.3
15,"""We really want to show people the long history of changing ideas of masculinity,"" co-curator Rosalind McKever told CNN at the museum's exhibition preview.
""(What should menswear look like) feels like such a contemporary question, but this is a much longer story than maybe some people realize.""
While ""Fashioning Masculinities'' centers on menswear, gender fluidity is the bedrock of much of what is on show.
It's a school of thought that promotes authentic living (and dressing), says gender-fluid designer Harris Reed, who features in the exhibition.
""Fashioning Masculinities: The Art of Menswear"" is open from March 19 until November 6, 2022.",0.15208333333333332,A new study has found that drinking more wine may help slow the rate of memory loss 🍷 https://t.co/iisjFB9OqH https://t.co/0rM7mYitXl,0.11212121212121211
16,"You might assume that Grace Kelly's 700-strong royal wedding ceremony to Prince Rainier III of Monaco in 1956 was the apex of her social legacy.
Shortly after her engagement to Rainier, Righter dedicated one of his columns in the Chicago Tribune to championing the pair's astrological compatibility, providing details of Kelly's horoscope over ""the last several years.""
Elizabeth Taylor, a Pisces with a Scorpio husband, was admitted to the event and arrived in a velvet black cloak with Scorpio motif.
Kelly herself wore a black velvet off-the-shoulder Balenciaga gown with two black rosettes under each collarbone from the house's Fall-Winter 1966 couture collection.
Kelly's black, velvet off-the-shoulder gown was Balenciaga couture Fall-Winter 1966, embellished with jewels from the Cartier Bains de Mer tiara.",-0.07916666666666666,"Young demonstrators held up sheets of white paper — a metaphor for the critical social media posts, news articles, and outspoken online accounts that have been wiped from the internet as thousands of people took to the streets https://t.co/xLg1254XXx",0.03333333333333333
17,"Why the multiverse is the movie fantasy for our timesThe struggle between art and commerce has found a new battleground.
""I think we're living multiple lives in parallel dimensions sort of all the time,"" he said.
In ""Doctor Strange in the Multiverse of Madness"" the sorcerer enters the multiverse thanks to the powers of America Chavez, played by Xochitl Gomez.
Credit: Marvel StudiosHe Who Remains (Jonathan Majors), a cosmic Oz-type character in the series, provides an explanation of how the multiverse works.
Credit: Marvel StudiosDaniels took a different path in ""Everything Everywhere All at Once,"" leaning into the disillusioning nature of infinity.",0.04772727272727273,A previously unknown dinosaur with a remarkably flat head lived around 70 million years ago on an island home to dwarfed prehistoric creatures. https://t.co/1idMCSNX7Z,-0.0625
18,"Called the ""Calendar Girls,"" the dancers aren't professionals, but put on 130 shows per year — and do their own makeup and styling from YouTube tutorials — under the rigorous direction of 71-year-old athlete Katherine Shortlidge.
A Calendar Girls dance routine invovling handheld mirrors and pink leopard outfits.
Being part of the Calendar Girls gives them a system of support.
Through the Calendar Girls' performances, the women raise money for Southeastern Guide Dogs, an organization to assign trained dogs to veterans.
""Calendar Girls"" will play in select US theaters in November.",0.25,Republican Gov. Brian Kemp of Georgia sits down with CNN's @kaitlancollins to discuss why he waited until after the election to support GOP Senate candidate Herschel Walker. Watch here:  https://t.co/gQ9rVt1gqQ,-0.15555555555555559
19,"Anya Taylor-Joy attends the LA premiere of ""Emma"" in February 2020. Credit: Jon Kopaloff/Getty Images North America/Getty ImagesThat's a diligence that could be traced back to Roach's humble beginnings in retail.
It was through their creative relationship that Roach says he began the real work of learning the day-to-day reality of celebrity styling.
Roach is the only stylist Zendaya -- who in 2021 made history as the youngest recipient of the CFDA's Fashion Icon award -- has ever worked with.
According to Roach, Zendaya had selected the headline-stealing leather bodycon Balmain gown she wore to the film's Venice Film Festival premiere two years earlier at the Fall-Winter 2020 Ready-to-Wear shows in Paris.
Many might find the limelight daunting, but the obligation Roach feels towards improving representation in fashion is greater. """,0.1875,"The world’s largest active volcano, Mauna Loa on Hawaii, is erupting for the first time in nearly 40 years https://t.co/19WZLkokzr https://t.co/GH13jR2C8x",0.07222222222222223
20,"Written by Leah Dolan, CNNIranian-French artist Marjane Satrapi was 10 when wearing the veil became compulsory at the non-religious, French-speaking school she attended in Tehran.
This scene is how ""Persepolis"" (2000) -- Satrapi's graphic novel memoir tracing the historic installation of the Islamic Republic through the complex prism of childhood -- opens.
This week, the first 44 pages of Satrapi's original manuscript are to be auctioned -- in 44 separate sales -- at Sotheby's in London.
Satrapi plans to use the proceeds raised to fund a new, as-yet undefined film project (""it changes every day,"" she explained).
For Satrapi, the parallels between her life in Iran over 40 years ago and the turbulent events playing out today feel bittersweet.",0.07689393939393939,"Most people’s brains shrink as they grow older. In SuperAgers, however, studies have shown the cortex, responsible for thinking, decision-making and memory, remains much thicker and shrinks more slowly than those of people in their 50s and 60s. https://t.co/YJ3wSIFs6y",0.2111111111111111
21,"In 2015, Elsesser, then 22, was in town with make-up artist Pat McGrath, who had signed Elsesser to promote her first eyeshadow.
Paloma Elsesser has been a member of the BoF 500 since 2018. Credit: Ari MarcopoulosHow things have changed.
Plus-size models — typically defined as above a size 4 in high fashion and above a size 12 in the mass market — are a lucrative business.
In the last two seasons, she has walked more high fashion shows than any other plus-size model in the world.
Working with plus-size models can present challenges to creative teams more used to working with ""straight-sized"" models.",0.14819444444444443,US oil prices have fallen to their lowest level since December 2021 https://t.co/XjypIXb5F0 https://t.co/NlRhTX5cYA,0.0
22,"""It's too noisy,"" said Israeli-Canadian architect Moshe Safdie.
Singapore's Marina Bay Sands and the lotus-shaped ArtScience Museum, also designed by Safdie.
The eye-catching indoor waterfall at Safdie Architects' Jewel Changi Airport complex.
Safdie, third from right, working on Habitat 67 at Montreal's Place Ville-Marie in 1964. Credit: Courtesy Safdie ArchitectsMuch else has changed since Safdie formed his architectural ideals.
Top image: Moshe Safdie pictured on the highest skybridge of his Sky Habitat project in Singapore.",0.12142857142857143,"In hosting the World Cup, Qatar has been under intense pressure to enact legal changes. https://t.co/O1Kx2992mV",0.2
23,"""Modigliani Up Close,"" a major exhibition opening this month at the Barnes Foundation in Philadelphia, sets out to deconstruct the myth and dissect the artist's working methods.
A new Modigliani show at the Barnes Foundation closely studies the techniques of the artist, whose turbulent life often overshadowed his artistic skill.
It also incorporates findings from a 2018-21 study of all the artist's paintings and sculptures in French public collections.
""There is still so much to learn about Modigliani as an artist,"" said Nancy Ireson, chief curator of the Barnes.
The conservators hope this new body of technical research, accrued over years, will serve as a ""springboard"" to further scholarship about Modigliani, Buckley said.",0.096506734006734,Jennifer Grey’s Frances “Baby” Houseman isn’t the only original “Dirty Dancing” character returning for the sequel https://t.co/z8mQvQko6T https://t.co/cN6kHYOfLp,-0.06874999999999999
24,"""Diana wanted to look a million dollars,"" the princess' former stylist Anna Harvey said in ""Princess Diana's Dresses: The Auction,"" a 2013 Channel 4 documentary.
""When it became known that I had the part, I received these text messages saying congratulations, (but) there was also a huge amount of text messages about the Revenge Dress.
'Do you get to wear the Revenge Dress?'
'Oh my God, you get to wear the Revenge Dress!'""
But while it may have been a snap judgment, the revenge dress created a legacy that would endure for nearly three decades, and counting.",0.15000000000000002,Arizona assistant secretary of state Allie Bones fact-checks Republican Kari Lake's claim about her opponent Democrat Katie Hobbs overseeing the vote count in Arizona's gubernatorial race. Watch here: https://t.co/iQ9OAk4B9e,0.0
25,"Written by Oscar Holland, CNN Seoul, South KoreaThe closer you look at Hun Kyu Kim's paintings, the more disquieting they become.
During his studies, Kim found himself particularly drawn to silk paintings from the Goryeo dynasty, a time when Buddhism flourished on the Korean peninsula.
""Drowning,"" one of almost a dozen of Kim's paintings displayed at the recent Frieze Seoul art fair.
Three of the paintings he created for Frieze Seoul feature the word ""uncomfortable"" in their titles.
And Kim's work may now be more amenable to audiences in South Korea, where talking about political issues is still ""considered a kind of taboo,"" he said.",0.24074074074074073,Cristiano Ronaldo thought he’d scored a record-equaling goal – but it wasn’t to be https://t.co/Flg9pzjXY7,0.0
26,"Written by Liz Kang, CNNIn Netflix's latest big-budget Hindi movie, ""Darlings,"" Bollywood megastar Alia Bhatt's character is given some unexpected marriage advice by her mother: ""Add some rat poison in his food.""
For Bhatt, who also served as the film's co-producer, ""Darlings"" offered a chance to tackle the issue of domestic violence head on.
A promotional still from ""Darlings"" shows Alia Bhatt (left) with her co-stars Shefali Shah (center) and Vijay Varma (right).
Credit: Courtesy of NetflixThe movie, which has been well-received by critics in India, broaches the topic of domestic abuse with considerable care.
According to Megha Anwer and Anupama Arora, co-authors of the book ""Bollywood's New Woman,"" Hindi cinema has a long history of ""both subtextual and explicit engagement with the issue of domestic violence.""",0.08837072018890199,The Spanish coast guard has rescued three people who were stowed on top of the rudder of a ship that arrived in the Canary Islands from Nigeria https://t.co/41XRyB4tv5,0.25
27,"""I realized I don't really have friends, aside from my close family and people in the company.
Giorgio Armani (front left) and Sergio Galeotti (front right) pose for a photo with staff members dressed in Armani designs.
Here, models line up for the Emporio Armani Spring-Summer show in 2000. Credit: WWD/Penske Media/GettyBut then, Armani interrupts his chain of thought.
Giorgio Armani (left), his niece Silvana Armani (middle) and Leo Dell'Orco (right) take a bow after Emporio Armani's Spring-Summer 2022 show at Milan Fashion Week last year.
Explore the BoF 500 community hereTop image: Giorgio Armani walks the runway during the Giorgio Armani ""One Night Only Dubai"" fashion show at the Armani Hotel Dubai in 2021 in Dubai, United Arab Emirates.",0.09642857142857142,"Elon Musk has claimed that Apple has “threatened” to pull Twitter from its iOS app store, a move that could be devastating to the company Musk just acquired for $44 billion https://t.co/UmGoUXedld https://t.co/ANpwpHwgwL",-1.0
28,"But on the online platform Second Life, users have been able to create and customize their own digital appearances for almost two decades.
Second Life avatars showed up to protest at the virtual clothing store.
Credit: Wagner James Au/New World NotesDebate in the Second Life community ensued, and fuller-figured avatars began arriving at the store in protest.
In fact, during the early years of Second Life, many users didn't even look human, making it difficult to judge them against real-life standards.
In an exploration of digital identity, beauty futurist Alex Box has designed a series of virtual ""metamasks,"" or ""digital face couture.""",0.09230769230769233,"The encounter is the first in the South China Sea since US President Joe Biden and Chinese leader Xi Jinping met in person on the sidelines of the G20 summit in Indonesia two weeks ago, according to a US Navy spokesperson https://t.co/FSLOoVlegM",0.125
29,"Pitt joined a growing roster of stars recently pictured wearing gender-neutral skirts, from Oscar Isaac's below-the-knee pleated number at the ""Moon Knight"" premiere to Lil Nas X's metallic pink miniskirt.
Scroll through the gallery to see more male skirts, past and present.
The Skirt Cafe's users form ""a community that is unwilling to relinquish or renounce our masculinity"" for simply wearing skirts, he added.
The online forum's members tend towards more basic skirts, Friend explained, with denim and shorter styles among the most popular.
Credit: Jason Koerner/Getty ImagesNevertheless, gendered stigma makes wearing skirts in public a daunting prospect for many men, and those who do remain in the minority.",0.17307692307692307,Is this the last Christmas for Sears? https://t.co/tqVA6sHdSe,0.0
30,"In the US alone, there are more than 2,300 indoor plant growers and sales were worth $691 million in 2019, according to a census report by the United States Department of Agriculture.
Pesticides are necessary in the industry, Oki points out, because ""indoor plants and other nursery products are aesthetic products,"" he said.
According to the USDA, large growers and nurseries use tens of millions of plastic pots in a single season.
The first thing you can do is consider your own 'plant miles' when adding new additions to your collection, according to Bidwell.
Propagating clippings of plants in water or soil to grow new ones is the most eco-friendly way to grow a collection.",0.22187131050767414,"With one week to go before Georgia’s Senate runoff, heavy hitters and big dollars from both national parties are pouring into the state for a race that will determine the balance of power in the Democratic-controlled Senate next year https://t.co/49L7A5erpX",-0.06666666666666667
31,"She is ""able to do everything that humans cannot ... in the most human-like form,"" Sidus Studio X says on its website.
But experts say virtual influencers have struck a chord with younger Koreans, digital natives who spend much of their lives online.
A profitable businessSocial media doesn't just enable virtual influencers to build a fanbase -- it's where the money rolls in.
Facebook and Instagram's parent company Meta, which has more than 200 virtual influencers on its platforms, has acknowledged the risks.
As interest in the digital world booms -- ranging from the metaverse and virtual reality technologies to digital currencies -- companies say virtual influencers are the next frontier.",0.18888888888888888,"China’s vast security apparatus has moved swiftly to smother mass protests that swept the country, with police patrolling streets, checking cell phones and even calling some demonstrators to warn them against a repeat https://t.co/4GqBeMS11C",0.0
32,"The wood-walled conference room has a sterile quality, and the men in muted suits seated around the wide central table are eerily alike, as if duplicated.
The first was a 1962 photo of American filmmaker Shirley Clarke, who was often (incorrectly) noted as the only female filmmaker of her time, central in a ring of male creative types.
This image of filmmaker Shirley Clarke in 1962 in New York City catalyzed Immy Humes' book ""The Only Woman.""
Credit: Wisconsin Center for Film and Theater Research; Shirley Clarke PapersSoon, Humes couldn't unsee the pattern, finding photos of ""the same constellation"" everywhere, she said.
That's not the case with all the images, and Humes found herself categorizing them as she worked on the project.",0.0527972027972028,"Shanghai Disneyland has been closed again because of China’s Covid restrictions, just days after reopening following a previous pandemic-related closure https://t.co/xyyz0j8ymT",-0.08888888888888889
33,"Royal beginnings: Queen Victoria to Empress AlexandraWhen nautical fashion first started to go mainstream, Queen Victoria was one of its earliest pioneers.
Beyond French naval officers, the sight of fishermen wearing what would become known as the Breton top would become increasingly commonplace in Normandy and Brittany.
Princess Diana, in particular, favored sailor collars -- wearing one during a trip to visit the Royal Naval College in 1989.
Diana, Princess of Wales attends the Royal Naval College in April 1989 wearing a Catherine Walker dress and a hat by Philip Somerville.
Credit: Jayne Fincher/Princess Diana Archive/Getty Images""Quite simply, nautical fashion is less concerned with the navy and war and now more associated with leisure, pleasure and good taste,"" Lyons said.",0.3055555555555556,"President Biden is urging Congress to do something to avert the rail strike that would devastate the economy. Matthew Weaver, an organizer and Ohio's legislative director for the third largest rail union in the US, joins CNN This Morning to discuss. Watch: https://t.co/UwFMm53umD",0.0
34,"Johnson & Johnson announced it would stop selling skin whitening products altogether in Asia and the Middle East.
So did Unilever, which also bowed to growing pressure by renaming its controversial South Asia-focused brand, Fair & Lovely, to Glow & Lovely.
1 / 8 A large billboard advertising the ""Fair and Lovely"" skin lightening cream in Jessore, Bangladesh in 2010.
In Japan, an equivalent term ""bihaku,"" which too combines the words ""white"" and ""beautiful,"" is also used to describe and sell products.
In 2020, consumer giant Unilever announced that it was changing the name of its controversial Fair & Lovely brand to Glow & Lovely.",0.45095238095238094,"Twitter said it will no longer enforce its longstanding Covid misinformation policy, yet another sign of how Elon Musk plans to transform the social media company he bought a month ago https://t.co/bYl1Ua1Hte",0.03333333333333333
35,"Written by Quannah ChasinghorseQuannah Chasinghorse is an Indigenous activist and land protector who has become a sought-after model over the past two years.
Despite being into fashion since I was young, I never once thought that I could be a model.
But my rule is, if you want to work with me, you have to work with all of me.
Chasinghorse with Alok Vaid-Menon and Bretman Rock speak at New York Fashion Week in a talk about identity and community within fashion.
Top image: Quannah Chasinghorse speaks at the Justice for the People, Justice for the Earth rally in Fairbanks, Arkansas.",0.12159090909090908,"Bitfront, a crypto exchange backed by Japanese social media app Line, is shutting down after failing to overcome turmoil in the industry https://t.co/qeWlMUVK9W",-0.04074074074074075
36,"The architect's conceptual towers were created using AI imaging software.
Credit: Courtesy Manas BhatiaFor his conceptual project, ""AI x Future Cities,"" Bhatia turned to an artificial intelligence imaging tool, Midjourney, that generates elaborate pictures based on written prompts.
""We use AI to create images and, in the process, the AI trains itself and improves over time.""
For Bhatia, AI is just another tool.
""At our studio, we tried using AI to generate mood board images for a client presentation, and that went very well...",0.02500000000000001,The Missouri Supreme Court has denied a death row inmate’s request for a stay of his execution after hearing arguments that racial discrimination played a role in his prosecution for the murder of a police officer https://t.co/awfeJm2Y8z,0.0
37,"Written by Oscar Holland, CNNFrom Joe DiMaggio to Albert Einstein, Princess Diana to Victoria Beckham, watchmaker Patek Philippe has long been a celebrity favorite.
Rapper Future sports a Patek Philippe watch at the UNCF Mayor's Masked Ball in 2016. Credit: Paras Griffin/WireImage/Getty Images""Rappers are smart,"" he added.
""Five to eight years ago, Patek Philippe watches were mostly bought by older clients,"" she said over the phone.
Whereas in the past 80% of our Patek Philippe watches we sold were (made from) precious metals, now, most customers are requesting the stainless-steel ones.""
Designed to resemble a ship's porthole, Nautilus watches cost upwards of $30,000 each, with prices on the secondary market often significantly higher.",0.18463203463203462,"Here are 5️⃣ things you need to know today:

1️⃣ Same-sex marriage Senate vote

2️⃣ USA vs. Iran World Cup match

3️⃣ US rail strike legislation

4️⃣ Mauna Loa

5️⃣ Apple and Twitter

https://t.co/0R8E9MFF8B",0.0
38,"Messner Mountain Museum (Italy)Messner Mountain Museum offers unbeatable views of the Alps.
South Georgia Museum (South Georgia and the South Sandwich Islands)The South Georgia Museum is truly remote, only accessible by sea.
Another highlight is the Chichu Art Museum, which houses five Monet paintings from Fukutake's personal collection.
Eromanga Natural History Museum (Australia)The Eromanga Natural History Museum is home to the most impressive dinosaur fossil collection in Australia.
Credit: Eromanga Natural History MuseumNestled in the Outback, in Australia's furthest town from the ocean, Eromanga, is the eponymous Natural History Museum.",0.20681818181818185,"Clarence Gilyard Jr., the actor best known for playing computer hacker Theo in “Die Hard” and naval flight officer Marcus “Sundown” Williams in “Top Gun,” has died at the age of 66 https://t.co/vyjNJn2mW5",0.40277777777777773
39,"Seven hundred miles south, Susan Ferguson, an inmate inside the Central California Women's Facility, in Chowchilla, has an equally consistent beauty routine.
An inmate in Brazil double-checks her beauty look before competing in a beauty pageant at the Talavera Bruce Women's Prison in 2015. Credit: Mario Tama/Getty ImagesThe dining hall provided other resources.
The growth of prison beauty schools also reshaped the narrative around cosmetics.
Prisoners getting their hair cut by fellow inmates, who are learning to be hairdressers at HM Prison Styal, England.
Today cosmetology schools are a familiar presence in women's prisons.",0.125,"As the investigation into the killings continues, here’s what we know so far https://t.co/8blfS3yEQt",0.1
40,"Beyoncé donned a pair of this year's ""it"" shoe -- six-inch hot pink Versace platform heels -- to an event in August, spurring an internet frenzy over the item.
""Saturday Night Live"" star Bowen Yang wears Syro silver platform heels to the 2021 Emmy Awards.
A view of ""The Rainbow"" platform heels by Salvatore Ferragamo, pictured in 2016 at the brand's headquarters in Florence.
As for the platform heels favored at red carpet events this year, Hemmelsack said the style plays off this eroticism as well as the surge in '90s nostalgia.
Model and TikTok star Wisdom Kaye wearing platform boots on an episode of ""Project Runway.""",0.21727272727272728,"As the sun rose Monday on the Hawaiʻi Volcanoes National Park, the sky was ablaze with the glow of two erupting volcanoes https://t.co/kk8seN61pk",0.6
